,Date,Company,Market,StatCaseVolume,StatCaseBaseVolume,StatCaseInc'lVolume,DollarSales,BaseDollars,IncrementalDollars,ACVWtdDist,AvgItemsperStore,AvgPrice/Vol,AvgWklyVolumeSalesper$MMACV,WklyTtlDistPoints,"WtdAvg%PrcRed,AnyMerch","WtdAvg%PrcRed,Feature&/orDisplay","WtdAvg%PrcRed,PrcRedOnly",WtdBasePriceperVolume,"%BaseVolume,AnyMerch","%BaseVolume,Feature&/orDisplay","%BaseVolume,PrcRedOnly",MarkdownDollars
9629,Week114,Competitor1,Region21,73,31,2,89,32,32,91,43,66,6,45,59,81,26,77,21,71,42,52
9630,Week115,Competitor1,Region21,36,5,0,16,28,70,59,29,10,61,39,65,23,24,94,89,93,68,51
9631,Week116,Competitor1,Region21,66,20,0,6,32,78,48,72,98,59,37,31,23,39,94,31,77,32,79
9632,Week117,Competitor1,Region21,49,63,97,29,2,12,28,3,74,94,51,29,70,97,76,52,13,89,9
9633,Week118,Competitor1,Region21,30,52,54,27,19,79,56,57,85,56,38,63,49,100,49,17,31,25,77
9634,Week119,Competitor1,Region21,52,54,8,20,30,2,50,14,20,56,95,73,49,58,70,76,93,35,85
9635,Week120,Competitor1,Region21,3,70,35,53,30,65,10,14,51,33,60,58,62,9,58,57,95,69,82
9636,Week121,Competitor1,Region21,77,92,83,10,3,100,8,60,98,8,26,16,39,85,13,13,100,9,74
9637,Week122,Competitor1,Region21,29,41,43,45,18,25,42,49,14,4,40,74,27,89,57,60,52,12,42
9638,Week123,Competitor1,Region21,20,84,27,42,13,79,38,78,78,78,53,71,74,96,18,73,91,50,62
9639,Week124,Competitor1,Region21,1,56,0,15,59,52,7,2,89,19,92,45,29,13,91,17,82,0,49
9640,Week125,Competitor1,Region21,59,22,49,21,65,16,54,43,3,58,79,7,70,72,86,69,50,71,60
9641,Week126,Competitor1,Region21,57,82,86,43,97,86,75,61,74,98,96,57,81,2,86,88,47,2,98
9642,Week127,Competitor1,Region21,29,50,20,61,46,46,43,67,96,93,62,64,19,94,84,15,65,25,59
9643,Week128,Competitor1,Region21,71,97,65,63,90,93,37,48,1,63,10,37,11,75,32,20,44,43,40
9644,Week129,Competitor1,Region21,19,90,88,22,8,82,47,40,17,88,74,40,65,47,99,54,98,28,80
9645,Week130,Competitor1,Region21,25,97,86,14,2,99,78,75,57,20,18,88,92,19,17,52,20,68,20
9646,Week131,Competitor1,Region21,23,22,6,67,98,17,78,27,12,11,85,19,9,69,99,35,81,2,24
9647,Week132,Competitor1,Region21,73,29,58,50,80,85,98,46,56,11,27,80,69,53,92,4,40,78,37
9648,Week133,Competitor1,Region21,50,93,95,66,53,47,24,60,97,20,18,19,9,53,93,86,74,79,32
9649,Week134,Competitor1,Region21,88,92,31,68,99,65,69,75,36,67,69,52,2,18,74,95,95,59,17
9650,Week135,Competitor1,Region21,32,10,69,10,83,14,82,89,69,33,40,29,44,0,31,81,56,42,99
9651,Week136,Competitor1,Region21,78,75,42,97,42,93,99,3,96,54,88,53,58,79,75,92,1,6,44
9652,Week137,Competitor1,Region21,36,99,56,100,71,3,76,55,25,100,43,70,85,85,8,72,46,78,35
9653,Week138,Competitor1,Region21,1,24,76,73,82,15,48,84,43,86,77,8,84,43,67,66,91,12,45
9654,Week139,Competitor1,Region21,60,44,67,39,70,69,51,39,38,29,20,86,46,13,5,26,45,48,22
9655,Week140,Competitor1,Region21,12,70,53,49,32,91,11,1,2,68,40,8,14,5,20,0,89,50,71
9656,Week141,Competitor1,Region21,47,62,96,91,99,37,61,1,57,7,88,40,50,56,6,44,94,27,40
9657,Week142,Competitor1,Region21,99,96,48,17,45,51,52,69,85,83,6,6,3,63,93,31,10,43,79
9658,Week143,Competitor1,Region21,69,27,87,5,54,3,80,39,78,36,28,88,93,98,72,83,9,2,2
9659,Week144,Competitor1,Region21,8,8,22,54,7,57,97,83,32,69,45,75,34,0,71,90,92,25,19
9660,Week145,Competitor1,Region21,33,91,36,35,89,82,75,64,41,79,56,45,26,90,42,54,22,50,26
9661,Week146,Competitor1,Region21,74,23,64,62,14,41,48,18,35,32,1,72,33,87,1,89,44,64,55
9662,Week147,Competitor1,Region21,78,14,10,86,1,73,88,29,18,99,66,52,98,57,55,6,93,77,17
9663,Week148,Competitor1,Region21,27,20,90,97,51,30,39,29,26,41,7,20,70,91,94,41,50,66,35
9664,Week149,Competitor1,Region21,64,77,58,20,36,62,66,100,75,45,62,36,9,69,2,76,0,68,40
9665,Week150,Competitor1,Region21,49,73,59,83,33,86,48,5,17,63,56,83,91,37,23,88,7,4,7
9666,Week151,Competitor1,Region21,17,50,87,23,16,96,75,65,25,17,47,84,20,0,33,81,90,64,99
9667,Week152,Competitor1,Region21,97,5,76,40,52,84,22,52,72,62,93,58,8,49,65,74,99,9,88
9668,Week153,Competitor1,Region21,58,9,41,57,44,62,16,8,15,14,29,5,100,86,85,63,24,3,26
9669,Week154,Competitor1,Region21,85,49,6,0,77,43,79,37,5,66,25,19,54,52,65,83,7,4,40
9670,Week155,Competitor1,Region21,2,22,74,41,80,97,95,49,39,6,94,64,77,70,64,18,87,100,99
9671,Week156,Competitor1,Region21,27,48,58,20,68,19,73,97,77,65,49,56,78,2,6,0,67,77,45
9672,Week1,Competitor2,Region21,73,15,0,21,6,71,23,77,9,32,29,46,51,18,65,23,60,38,93
9673,Week2,Competitor2,Region21,45,98,47,95,9,24,81,50,29,90,68,76,40,36,99,13,83,48,90
9674,Week3,Competitor2,Region21,78,57,28,58,87,80,81,65,53,54,42,84,44,85,45,83,43,50,19
9675,Week4,Competitor2,Region21,83,44,88,86,26,72,35,50,20,48,35,1,11,89,61,40,12,77,21
9676,Week5,Competitor2,Region21,66,16,95,85,90,64,38,24,91,12,10,18,6,46,82,49,75,67,50
9677,Week6,Competitor2,Region21,37,36,36,59,26,2,55,50,24,41,22,87,19,73,31,30,88,15,48
9678,Week7,Competitor2,Region21,46,76,59,92,48,4,71,88,12,2,34,96,30,76,66,72,9,2,89
9679,Week8,Competitor2,Region21,38,55,30,15,62,55,40,43,80,0,80,86,24,62,63,17,35,39,72
9680,Week9,Competitor2,Region21,30,83,90,25,84,2,64,75,26,88,4,47,29,46,47,45,47,93,79
9681,Week10,Competitor2,Region21,46,7,4,50,24,15,95,67,95,84,14,24,3,70,36,19,3,43,49
9682,Week11,Competitor2,Region21,100,49,92,45,73,12,91,23,59,79,70,32,62,24,44,13,75,67,60
9683,Week12,Competitor2,Region21,47,20,27,64,82,46,59,36,29,37,47,31,2,37,36,53,61,64,21
9684,Week13,Competitor2,Region21,7,47,59,34,23,22,14,7,35,17,9,49,15,67,30,19,24,56,54
9685,Week14,Competitor2,Region21,55,90,85,9,94,31,56,36,66,72,73,29,18,66,27,34,11,66,49
9686,Week15,Competitor2,Region21,3,61,39,42,40,76,71,59,51,91,20,0,39,8,44,66,47,58,92
9687,Week16,Competitor2,Region21,82,79,18,99,79,34,33,97,28,17,83,22,77,88,87,60,14,14,19
9688,Week17,Competitor2,Region21,8,50,27,99,31,64,53,77,17,100,85,56,6,41,14,96,95,37,70
9689,Week18,Competitor2,Region21,42,54,40,73,73,49,77,85,27,40,37,68,63,100,67,93,10,58,49
9690,Week19,Competitor2,Region21,4,37,10,70,8,18,13,51,30,56,20,0,100,90,10,41,11,25,8
9691,Week20,Competitor2,Region21,51,24,48,1,77,65,4,43,56,23,46,2,78,60,66,56,7,98,64
9692,Week21,Competitor2,Region21,14,49,63,22,89,17,26,14,17,42,2,40,75,64,2,84,27,64,24
9693,Week22,Competitor2,Region21,91,14,89,68,54,87,29,5,25,5,4,39,34,2,10,58,47,56,20
9694,Week23,Competitor2,Region21,28,7,5,80,87,48,73,88,22,4,89,85,50,69,98,43,91,92,76
9695,Week24,Competitor2,Region21,90,59,59,84,65,0,65,57,6,57,67,20,0,69,98,23,77,41,7
9696,Week25,Competitor2,Region21,41,68,32,52,51,1,96,35,61,55,66,47,80,2,27,67,90,61,43
9697,Week26,Competitor2,Region21,57,7,95,87,15,69,74,63,59,56,99,23,97,26,71,53,59,70,80
9698,Week27,Competitor2,Region21,47,3,4,34,71,28,13,89,22,77,2,59,27,0,62,26,45,94,8
9699,Week28,Competitor2,Region21,82,99,75,40,53,34,10,4,85,75,43,23,54,62,92,30,67,100,12
9700,Week29,Competitor2,Region21,59,51,25,9,24,90,33,56,19,61,9,50,58,22,83,39,42,63,97
9701,Week30,Competitor2,Region21,25,84,85,71,33,12,94,22,8,52,50,86,8,98,10,83,54,53,52
9702,Week31,Competitor2,Region21,17,90,4,49,25,70,96,35,87,39,20,11,21,20,31,51,77,5,6
9703,Week32,Competitor2,Region21,69,40,45,27,87,24,39,21,87,2,99,36,21,61,80,71,64,45,44
9704,Week33,Competitor2,Region21,72,30,96,61,41,54,7,94,38,96,45,87,11,44,46,52,54,68,51
9705,Week34,Competitor2,Region21,36,82,27,71,35,72,44,93,60,11,76,28,80,68,1,88,5,14,63
9706,Week35,Competitor2,Region21,39,23,29,35,54,79,52,31,62,10,64,28,4,15,39,19,30,13,32
9707,Week36,Competitor2,Region21,43,57,17,21,81,61,47,15,53,3,21,32,56,22,21,95,73,44,81
9708,Week37,Competitor2,Region21,92,83,63,46,79,49,34,12,47,9,33,75,51,36,56,21,32,64,23
9709,Week38,Competitor2,Region21,61,88,24,34,11,18,78,73,2,13,9,32,66,15,75,14,18,31,71
9710,Week39,Competitor2,Region21,74,8,98,85,75,14,62,26,23,97,76,48,21,49,17,15,58,47,45
9711,Week40,Competitor2,Region21,4,63,71,19,10,25,62,15,82,25,9,76,86,17,86,13,55,52,88
9712,Week41,Competitor2,Region21,73,55,84,26,79,24,94,50,18,64,43,99,26,2,61,73,46,38,10
9713,Week42,Competitor2,Region21,70,26,97,2,10,25,7,29,28,39,80,11,99,79,18,98,59,91,47
9714,Week43,Competitor2,Region21,73,68,12,36,22,9,84,46,0,98,39,80,67,8,58,93,51,74,71
9715,Week44,Competitor2,Region21,13,59,43,63,31,34,74,81,43,82,77,55,40,97,40,88,28,9,66
9716,Week45,Competitor2,Region21,98,14,10,11,66,79,37,80,18,29,31,29,57,87,41,82,87,33,35
9717,Week46,Competitor2,Region21,96,0,8,24,69,94,7,64,46,18,30,97,26,77,49,32,54,54,44
9718,Week47,Competitor2,Region21,1,13,8,83,20,53,57,44,94,30,77,99,52,25,37,73,5,27,54
9719,Week48,Competitor2,Region21,1,65,27,98,4,44,3,72,8,48,47,46,13,25,92,99,56,65,70
9720,Week49,Competitor2,Region21,68,17,80,20,41,23,48,76,84,47,79,87,19,25,80,83,50,19,94
9721,Week50,Competitor2,Region21,61,50,15,91,44,50,6,84,78,68,1,34,55,54,50,42,38,45,56
9722,Week51,Competitor2,Region21,9,22,55,67,68,17,9,52,15,10,24,8,59,66,60,34,37,68,41
9723,Week52,Competitor2,Region21,51,73,88,81,98,5,48,99,9,72,17,51,83,21,2,19,85,45,0
9724,Week53,Competitor2,Region21,73,93,0,95,11,57,93,65,74,50,49,62,92,26,57,16,56,60,52
9725,Week54,Competitor2,Region21,82,80,95,16,91,42,40,57,40,53,42,14,28,63,59,58,8,44,6
9726,Week55,Competitor2,Region21,60,24,35,62,18,52,9,39,54,39,56,93,6,91,34,73,72,37,84
9727,Week56,Competitor2,Region21,43,29,51,56,59,85,22,99,68,79,19,25,43,41,57,70,89,66,88
9728,Week57,Competitor2,Region21,31,30,33,87,46,59,33,74,81,7,34,3,66,22,90,86,25,80,16
9729,Week58,Competitor2,Region21,58,94,39,23,98,78,81,83,23,61,81,15,39,9,40,53,12,72,27
9730,Week59,Competitor2,Region21,51,90,83,60,62,9,35,98,0,59,70,55,29,20,44,85,19,54,71
9731,Week60,Competitor2,Region21,99,88,70,92,13,69,46,97,98,90,15,47,71,64,59,52,75,21,4
9732,Week61,Competitor2,Region21,14,33,58,12,10,78,69,18,7,87,35,39,93,36,0,71,10,97,43
9733,Week62,Competitor2,Region21,59,83,0,19,9,64,95,8,2,0,78,84,1,29,24,31,40,16,1
9734,Week63,Competitor2,Region21,38,84,93,74,27,56,45,29,9,50,73,16,10,9,61,26,4,0,46
9735,Week64,Competitor2,Region21,70,75,27,70,73,7,27,33,97,58,47,66,19,67,7,5,74,88,23
9736,Week65,Competitor2,Region21,91,0,43,7,11,78,83,74,61,80,79,12,8,100,8,40,23,6,28
9737,Week66,Competitor2,Region21,78,1,97,85,90,66,96,5,75,92,21,12,90,63,19,99,74,5,6
9738,Week67,Competitor2,Region21,100,21,77,94,62,62,87,6,22,87,86,88,90,100,48,48,4,55,58
9739,Week68,Competitor2,Region21,24,64,29,38,97,37,12,98,47,14,80,94,33,40,68,36,15,91,83
9740,Week69,Competitor2,Region21,78,67,23,5,30,15,46,8,7,30,44,52,2,55,6,35,44,47,14
9741,Week70,Competitor2,Region21,72,65,92,98,63,92,15,28,63,54,4,92,54,79,92,43,12,38,50
9742,Week71,Competitor2,Region21,79,87,41,29,26,62,14,83,95,88,84,69,92,89,0,12,57,16,34
9743,Week72,Competitor2,Region21,67,90,93,14,22,77,12,11,61,67,99,5,48,23,76,23,60,84,77
9744,Week73,Competitor2,Region21,2,42,72,91,40,42,94,1,58,3,48,37,72,81,66,4,13,7,46
9745,Week74,Competitor2,Region21,95,59,15,1,72,1,36,98,69,38,7,20,65,54,96,58,32,0,100
9746,Week75,Competitor2,Region21,26,54,55,10,2,41,49,5,94,64,43,42,15,56,38,23,13,90,53
9747,Week76,Competitor2,Region21,57,7,71,34,97,28,0,52,70,67,5,31,6,76,40,34,58,37,67
9748,Week77,Competitor2,Region21,26,31,90,20,61,54,5,72,34,73,53,42,69,54,35,16,33,88,7
9749,Week78,Competitor2,Region21,43,0,99,86,49,22,78,94,93,70,60,11,44,1,31,65,21,16,44
9750,Week79,Competitor2,Region21,68,67,87,67,38,2,26,31,86,98,94,10,64,60,84,75,1,67,6
9751,Week80,Competitor2,Region21,37,74,39,51,75,43,14,26,87,69,89,57,67,28,10,23,6,11,84
9752,Week81,Competitor2,Region21,30,23,8,51,80,27,57,50,17,98,45,62,46,95,24,2,94,96,97
9753,Week82,Competitor2,Region21,49,98,48,70,100,37,43,61,88,30,36,98,21,33,38,19,57,27,56
9754,Week83,Competitor2,Region21,46,57,18,79,74,31,17,76,52,30,42,45,64,80,67,37,7,67,29
9755,Week84,Competitor2,Region21,59,96,96,10,81,48,95,85,49,81,28,63,53,32,36,0,34,91,0
9756,Week85,Competitor2,Region21,67,27,59,9,38,43,53,36,50,18,16,48,59,0,97,13,24,98,10
9757,Week86,Competitor2,Region21,26,87,29,19,19,61,32,49,79,65,12,24,100,90,64,2,63,23,44
9758,Week87,Competitor2,Region21,6,63,14,24,42,42,66,9,36,2,63,38,54,23,97,36,25,11,52
9759,Week88,Competitor2,Region21,51,41,14,47,95,8,80,26,36,81,93,98,75,90,60,53,40,94,8
9760,Week89,Competitor2,Region21,46,50,16,58,41,58,29,18,100,65,83,50,47,33,45,86,82,83,70
9761,Week90,Competitor2,Region21,84,56,36,28,1,40,55,45,63,19,12,22,4,53,96,80,20,26,92
9762,Week91,Competitor2,Region21,16,78,28,5,31,79,96,28,15,97,20,10,70,39,66,70,93,53,6
9763,Week92,Competitor2,Region21,65,60,9,20,90,0,82,82,14,51,35,23,67,68,74,68,33,47,72
9764,Week93,Competitor2,Region21,8,46,39,60,67,51,34,65,91,83,53,85,20,69,82,13,84,52,47
9765,Week94,Competitor2,Region21,56,74,43,37,49,100,59,14,86,63,15,66,46,42,64,43,76,59,90
9766,Week95,Competitor2,Region21,85,98,97,37,42,90,21,48,75,27,39,73,19,41,22,90,96,20,45
9767,Week96,Competitor2,Region21,7,9,93,43,50,36,0,50,67,64,10,75,51,22,40,99,52,62,22
9768,Week97,Competitor2,Region21,65,13,80,86,83,82,59,90,71,69,12,10,97,29,73,88,45,86,53
9769,Week98,Competitor2,Region21,34,98,52,70,90,31,27,31,84,37,30,3,1,10,18,71,55,93,6
9770,Week99,Competitor2,Region21,78,11,39,85,81,96,19,61,77,82,58,10,58,100,16,73,93,67,8
9771,Week100,Competitor2,Region21,89,87,96,19,21,21,28,59,61,66,42,57,80,58,53,61,93,70,6
9772,Week101,Competitor2,Region21,3,9,55,13,21,7,24,87,12,14,93,34,94,36,43,13,34,18,4
9773,Week102,Competitor2,Region21,94,54,25,88,41,99,11,73,39,97,85,87,86,22,30,86,60,74,71
9774,Week103,Competitor2,Region21,69,5,8,13,53,90,82,60,30,20,31,92,16,99,90,92,72,33,88
9775,Week104,Competitor2,Region21,85,40,66,57,6,97,5,83,29,55,97,28,36,16,61,80,17,99,23
9776,Week105,Competitor2,Region21,55,45,59,98,44,19,16,38,75,27,21,52,77,34,14,73,15,46,63
9777,Week106,Competitor2,Region21,49,73,30,44,21,21,32,76,92,11,5,76,61,45,78,89,72,22,23
9778,Week107,Competitor2,Region21,81,1,94,87,51,75,14,71,70,41,21,8,24,63,7,61,75,97,66
9779,Week108,Competitor2,Region21,100,78,82,14,3,47,62,54,80,45,66,68,71,76,85,43,48,52,69
9780,Week109,Competitor2,Region21,9,70,59,83,97,92,91,12,70,4,13,45,90,95,3,50,75,26,50
9781,Week110,Competitor2,Region21,12,43,13,82,51,35,86,41,17,61,51,74,91,4,91,69,42,66,35
9782,Week111,Competitor2,Region21,81,34,91,39,23,39,41,33,100,90,64,38,66,72,71,58,2,19,44
9783,Week112,Competitor2,Region21,81,65,97,0,69,27,50,7,83,8,0,84,11,52,67,86,15,37,33
9784,Week113,Competitor2,Region21,26,21,24,84,15,3,34,40,92,65,97,59,32,73,94,57,51,13,65
9785,Week114,Competitor2,Region21,2,41,36,47,29,83,41,91,66,23,1,89,46,79,94,54,34,67,10
9786,Week115,Competitor2,Region21,32,87,6,81,26,49,30,26,2,32,26,95,52,18,55,72,75,3,25
9787,Week116,Competitor2,Region21,70,28,92,13,77,39,57,25,22,52,48,63,25,32,52,85,53,89,47
9788,Week117,Competitor2,Region21,67,48,60,62,55,15,84,84,22,42,63,76,40,71,59,8,5,50,34
9789,Week118,Competitor2,Region21,56,92,48,45,89,11,15,56,42,99,85,1,88,79,2,95,67,77,34
9790,Week119,Competitor2,Region21,21,8,89,41,79,57,14,72,41,21,3,10,32,49,7,62,89,11,28
9791,Week120,Competitor2,Region21,27,41,74,97,29,2,37,70,57,28,10,21,32,25,68,78,95,71,97
9792,Week121,Competitor2,Region21,71,56,76,11,74,42,90,67,9,41,82,97,34,71,48,54,78,97,13
9793,Week122,Competitor2,Region21,77,34,20,89,46,58,91,55,100,25,68,47,13,55,29,31,100,36,53
9794,Week123,Competitor2,Region21,9,54,87,56,84,50,61,56,27,35,41,4,77,42,66,17,83,37,39
9795,Week124,Competitor2,Region21,51,16,44,98,6,66,84,50,63,31,46,76,27,99,100,54,4,32,80
9796,Week125,Competitor2,Region21,25,48,55,86,12,42,30,58,95,24,47,76,56,8,76,100,46,67,18
9797,Week126,Competitor2,Region21,64,3,84,32,13,23,23,67,11,30,75,5,86,80,26,76,7,27,45
9798,Week127,Competitor2,Region21,61,14,83,4,73,61,76,84,47,35,47,52,76,34,16,98,2,50,64
9799,Week128,Competitor2,Region21,41,43,51,34,88,45,75,48,71,54,38,40,74,12,98,20,95,6,63
9800,Week129,Competitor2,Region21,95,52,25,39,4,83,92,55,49,100,56,78,69,43,78,46,33,61,79
9801,Week130,Competitor2,Region21,64,26,57,29,97,1,36,71,14,63,5,54,63,84,55,51,39,84,11
9802,Week131,Competitor2,Region21,67,52,23,56,51,4,10,66,12,49,49,53,58,39,77,28,77,25,25
9803,Week132,Competitor2,Region21,45,40,28,49,52,31,18,28,82,66,5,75,67,15,54,3,74,24,95
9804,Week133,Competitor2,Region21,83,14,19,50,77,8,41,10,30,95,49,57,84,15,77,4,22,25,80
9805,Week134,Competitor2,Region21,34,88,32,31,24,48,89,57,76,1,87,22,97,28,19,7,75,38,8
9806,Week135,Competitor2,Region21,62,25,36,51,40,63,90,26,66,92,29,22,80,10,8,42,75,19,53
9807,Week136,Competitor2,Region21,57,64,37,70,40,35,34,96,69,49,28,88,56,73,11,97,91,96,87
9808,Week137,Competitor2,Region21,47,71,65,42,56,30,71,68,9,11,34,80,16,32,21,8,100,46,84
9809,Week138,Competitor2,Region21,43,66,45,13,59,23,20,26,67,65,80,42,52,24,91,33,44,0,13
9810,Week139,Competitor2,Region21,23,24,40,91,79,10,57,9,11,75,26,26,88,4,66,79,75,19,6
9811,Week140,Competitor2,Region21,88,51,77,57,28,47,60,27,75,40,4,71,14,86,25,32,36,15,37
9812,Week141,Competitor2,Region21,25,20,51,9,37,92,79,87,65,9,96,68,86,36,67,5,77,84,43
9813,Week142,Competitor2,Region21,22,35,44,80,74,46,98,34,56,100,1,81,36,12,99,30,97,33,1
9814,Week143,Competitor2,Region21,28,6,69,23,29,57,29,77,63,85,27,92,83,94,6,34,15,75,57
9815,Week144,Competitor2,Region21,53,25,77,43,7,54,21,75,67,84,34,50,33,16,69,5,35,64,56
9816,Week145,Competitor2,Region21,2,97,3,94,100,65,32,88,88,83,68,37,64,77,33,30,3,68,16
9817,Week146,Competitor2,Region21,68,37,44,78,19,15,93,52,61,33,76,64,68,82,39,11,94,88,23
9818,Week147,Competitor2,Region21,24,87,56,34,17,11,99,26,18,58,39,42,1,89,98,74,97,30,80
9819,Week148,Competitor2,Region21,6,76,16,72,91,44,83,91,13,54,57,14,46,89,98,34,93,78,4
9820,Week149,Competitor2,Region21,0,94,12,18,9,5,30,71,98,90,100,60,34,74,35,60,98,61,29
9821,Week150,Competitor2,Region21,47,49,90,72,3,61,92,16,90,84,53,97,41,32,48,93,1,70,15
9822,Week151,Competitor2,Region21,80,50,59,35,28,59,23,70,9,90,82,7,5,83,22,75,74,2,99
9823,Week152,Competitor2,Region21,98,96,71,40,39,53,19,14,70,48,47,33,55,98,27,78,19,57,46
9824,Week153,Competitor2,Region21,5,42,69,27,16,15,39,41,7,51,58,41,35,92,30,1,39,41,18
9825,Week154,Competitor2,Region21,80,51,98,3,36,2,38,85,44,12,82,11,89,5,46,84,6,3,73
9826,Week155,Competitor2,Region21,27,41,33,80,39,59,78,93,51,8,56,45,63,93,8,36,47,55,35
9827,Week156,Competitor2,Region21,56,4,57,33,54,20,72,15,67,80,95,87,38,46,60,93,69,64,93
9828,Week1,Company1,Region22,71,26,4,17,66,73,16,52,35,12,39,39,100,7,10,97,85,26,65
9829,Week2,Company1,Region22,31,55,100,56,22,65,98,76,35,75,22,88,26,29,9,87,2,85,40
9830,Week3,Company1,Region22,39,5,81,56,21,1,63,72,99,62,51,82,11,47,93,20,76,21,62
9831,Week4,Company1,Region22,66,51,90,51,98,89,56,34,92,16,53,8,65,87,85,33,39,86,43
9832,Week5,Company1,Region22,4,65,78,8,68,75,85,19,4,11,19,91,15,56,58,71,23,74,60
9833,Week6,Company1,Region22,74,27,52,44,6,76,10,81,83,0,69,43,84,30,12,24,30,93,53
9834,Week7,Company1,Region22,56,79,9,71,88,40,61,49,0,89,97,52,73,57,84,39,45,57,32
9835,Week8,Company1,Region22,28,0,62,13,36,96,97,58,0,89,55,100,59,0,66,93,33,26,91
9836,Week9,Company1,Region22,2,40,79,100,43,56,88,59,59,100,25,49,4,30,46,7,31,64,14
9837,Week10,Company1,Region22,96,34,18,10,5,4,32,51,11,24,19,71,68,60,98,80,58,18,60
9838,Week11,Company1,Region22,90,20,50,54,61,98,64,91,72,94,4,14,24,46,86,27,54,13,16
9839,Week12,Company1,Region22,17,13,5,35,93,17,84,57,32,44,18,91,92,15,71,34,26,59,84
9840,Week13,Company1,Region22,33,63,18,92,87,9,40,29,6,75,47,45,34,59,39,19,23,65,43
9841,Week14,Company1,Region22,55,8,58,31,71,28,76,12,87,60,60,46,18,9,44,92,92,20,8
9842,Week15,Company1,Region22,67,89,61,85,33,58,77,94,53,28,11,97,42,87,53,98,27,92,38
9843,Week16,Company1,Region22,81,57,29,6,95,72,78,62,17,72,69,3,13,88,4,98,73,23,66
9844,Week17,Company1,Region22,17,45,40,21,7,1,79,90,37,4,57,20,83,51,35,37,25,59,21
9845,Week18,Company1,Region22,77,27,99,3,4,57,29,60,23,20,65,70,1,15,33,78,44,14,9
9846,Week19,Company1,Region22,100,49,16,99,23,86,13,72,83,66,6,62,65,17,39,94,43,9,40
9847,Week20,Company1,Region22,12,62,24,28,4,14,66,78,57,33,8,45,68,92,56,60,81,70,4
9848,Week21,Company1,Region22,38,2,80,29,46,44,18,60,99,33,30,39,97,97,87,8,96,80,94
9849,Week22,Company1,Region22,43,65,27,75,21,34,97,29,2,85,62,68,54,88,50,33,86,64,2
9850,Week23,Company1,Region22,16,64,12,63,90,6,9,9,38,82,31,26,64,94,37,13,19,9,97
9851,Week24,Company1,Region22,91,66,23,74,97,84,73,91,38,87,82,23,39,14,51,61,52,75,10
9852,Week25,Company1,Region22,51,27,29,86,71,85,39,39,93,66,62,31,39,49,82,61,19,2,25
9853,Week26,Company1,Region22,65,25,52,93,32,49,45,53,76,25,69,49,94,77,53,72,92,26,5
9854,Week27,Company1,Region22,66,72,3,19,87,46,61,89,32,80,1,84,27,24,81,24,84,37,34
9855,Week28,Company1,Region22,3,59,19,66,79,64,22,47,99,67,10,50,4,63,70,80,64,100,41
9856,Week29,Company1,Region22,92,28,31,99,65,53,94,41,35,61,38,94,17,71,88,73,65,90,12
9857,Week30,Company1,Region22,89,15,26,22,38,20,48,51,53,38,86,10,82,1,63,97,28,1,81
9858,Week31,Company1,Region22,76,15,33,44,55,61,22,60,20,51,94,35,98,76,49,26,84,54,29
9859,Week32,Company1,Region22,24,20,47,29,64,14,2,9,37,21,54,76,42,3,23,0,80,83,93
9860,Week33,Company1,Region22,12,25,52,77,73,17,26,2,10,41,45,79,31,37,59,0,23,39,32
9861,Week34,Company1,Region22,86,60,65,11,7,88,13,23,40,56,77,97,77,13,29,3,5,76,71
9862,Week35,Company1,Region22,58,40,89,27,88,13,48,45,90,92,26,38,46,73,23,89,22,49,99
9863,Week36,Company1,Region22,62,71,97,44,25,45,24,41,51,32,66,90,49,58,13,47,35,64,87
9864,Week37,Company1,Region22,79,29,8,86,0,67,0,83,93,100,2,92,75,49,28,63,53,61,44
9865,Week38,Company1,Region22,62,24,94,79,20,18,97,92,76,73,65,60,33,84,22,94,7,91,39
9866,Week39,Company1,Region22,37,30,89,98,11,2,1,46,85,28,26,29,63,14,77,88,41,40,5
9867,Week40,Company1,Region22,82,43,81,79,93,93,19,94,74,44,90,99,90,95,67,92,52,29,78
9868,Week41,Company1,Region22,39,48,65,86,87,93,55,37,73,75,94,23,72,89,60,50,83,33,23
9869,Week42,Company1,Region22,50,38,43,51,43,42,23,8,87,75,85,20,71,69,76,86,38,87,25
9870,Week43,Company1,Region22,60,83,1,94,19,87,35,73,50,13,34,60,57,42,89,42,49,95,90
9871,Week44,Company1,Region22,98,75,2,93,100,11,35,40,84,96,65,15,59,31,47,86,28,86,31
9872,Week45,Company1,Region22,100,15,44,46,79,72,69,10,39,24,73,85,7,82,74,17,38,39,16
9873,Week46,Company1,Region22,80,76,100,97,36,42,23,35,37,8,51,41,86,42,84,78,38,42,71
9874,Week47,Company1,Region22,17,93,84,85,49,48,0,9,21,35,10,3,1,25,84,94,53,96,55
9875,Week48,Company1,Region22,17,25,99,45,39,14,38,61,49,31,53,57,13,0,56,83,10,76,92
9876,Week49,Company1,Region22,6,91,89,62,16,17,41,46,54,76,68,91,40,71,54,89,64,22,97
9877,Week50,Company1,Region22,36,20,50,93,70,37,17,19,18,52,91,78,71,24,84,80,76,90,84
9878,Week51,Company1,Region22,75,70,0,22,84,20,75,31,27,63,4,49,18,60,95,25,17,14,82
9879,Week52,Company1,Region22,26,17,90,92,75,80,63,75,96,36,13,73,18,46,92,46,54,77,23
